,overall_qual,year_built,year_remod/add,mas_vnr_area,neighborhood,total_bsmt_sf,totrms_abvgrd,gr_liv_area,full_bath,garage_area,kitchen_qual,saleprice
1991,5,48,48,0.0,3,894.0,5,894,1,308.0,3,109500
1992,4,86,60,0.0,1,596.0,7,1430,2,370.0,2,107000
1993,7,8,8,144.0,3,936.0,7,1776,2,474.0,4,192500
1994,6,33,10,126.0,3,1602.0,8,1602,2,529.0,4,215000
1995,6,100,20,0.0,1,926.0,6,1650,2,468.0,3,144100
1996,6,51,51,0.0,3,864.0,5,864,1,300.0,3,127500
1997,7,17,16,0.0,3,812.0,9,2200,2,453.0,4,225000
1998,8,3,2,436.0,5,1710.0,6,1710,2,866.0,4,372402
1999,5,48,48,0.0,3,912.0,4,912,1,352.0,3,144000
2000,6,11,11,342.0,5,744.0,6,1501,2,440.0,3,176500
2001,6,86,60,0.0,1,617.0,6,1310,2,398.0,3,112000
2002,6,37,37,158.0,1,483.0,5,987,1,264.0,3,100000
2003,4,40,40,0.0,1,546.0,6,1092,1,286.0,3,88000
2004,5,34,34,164.0,3,1680.0,8,1680,2,528.0,3,136905
2005,4,39,39,0.0,3,864.0,5,874,1,576.0,3,97500
2006,3,65,60,0.0,1,0.0,5,729,1,0.0,3,51689
2007,6,51,51,243.0,3,1252.0,7,1252,1,528.0,4,142000
2008,8,4,3,0.0,5,1298.0,7,1828,2,876.0,4,250000
2009,6,17,17,0.0,3,1280.0,9,2495,2,660.0,4,243500
2010,6,5,5,135.0,5,1306.0,5,1306,2,624.0,4,184500
2011,7,19,18,0.0,3,1454.0,6,1478,2,506.0,3,210000
2012,5,47,15,0.0,3,912.0,6,912,1,300.0,4,129000
2013,2,69,60,0.0,1,480.0,4,540,1,200.0,3,82000
2014,6,13,12,0.0,3,926.0,7,1604,2,470.0,3,181000
2015,5,5,5,0.0,3,768.0,6,1536,2,400.0,4,167000
2016,6,10,10,0.0,3,959.0,7,1671,2,472.0,3,173000
2017,7,5,5,0.0,3,784.0,6,1611,2,572.0,4,195800
2018,6,41,41,312.0,3,1844.0,7,1844,2,540.0,4,223000
2019,7,5,5,144.0,5,1367.0,6,1367,2,484.0,4,192000
2020,7,31,31,96.0,3,539.0,6,1725,2,550.0,3,197000
2021,8,4,4,0.0,5,1054.0,10,2389,2,672.0,4,298236
2022,7,83,18,0.0,3,851.0,8,1718,2,264.0,4,238000
2023,5,50,50,0.0,3,1556.0,8,1556,2,0.0,3,119000
2024,7,42,7,0.0,3,1568.0,9,2156,2,508.0,3,262500
2025,9,3,3,290.0,5,1978.0,7,1978,2,920.0,5,425000
2026,4,110,60,0.0,1,859.0,7,1178,1,384.0,3,102776
2027,5,39,2,0.0,3,1078.0,6,1078,1,500.0,3,149900
2028,6,33,33,0.0,3,1243.0,6,1285,2,473.0,4,190000
2029,8,21,21,0.0,3,1191.0,5,1191,2,531.0,4,162500
2030,6,13,13,0.0,3,1479.0,6,1494,2,576.0,4,217000
2031,4,88,60,0.0,3,700.0,5,1180,1,252.0,2,137500
2032,8,4,4,121.0,5,900.0,8,1795,2,782.0,4,270000
2033,5,36,36,0.0,3,864.0,5,894,1,440.0,3,142500
2034,6,45,45,98.0,3,1042.0,5,1042,2,440.0,3,161000
2035,4,40,40,189.0,1,546.0,5,1092,1,0.0,3,93900
2036,7,57,57,0.0,5,1304.0,7,2287,2,667.0,3,225000
2037,9,7,6,664.0,5,1572.0,10,2668,2,726.0,5,412500
2038,4,88,60,0.0,1,864.0,8,1414,1,0.0,3,83000
2039,6,71,60,0.0,1,600.0,6,1232,1,217.0,3,128000
2040,6,15,15,38.0,3,754.0,6,1609,2,525.0,4,182000
2041,8,2,2,426.0,5,1932.0,7,1932,2,774.0,5,394617
2042,8,3,3,0.0,5,1884.0,7,1728,2,520.0,4,298751
2043,4,70,60,0.0,1,861.0,4,861,1,539.0,3,82500
2044,6,82,60,0.0,3,896.0,9,1913,1,342.0,3,177000
2045,4,54,54,0.0,3,1200.0,6,1200,1,294.0,3,144000
2046,7,11,11,0.0,3,994.0,7,1804,2,442.0,4,189000
